id,a1_country_code,a2_authority_name,a3_appellate_decision,a4_decision_year,a5_decision_month,a6_num_defendants,a7_defendant_name,a8_defendant_class,a9_enterprise_size,a10_gov_level,a11_defendant_role,a12_sector,a13_sector_other,a14_processing_contexts,a15_data_subject_complaint,a16_media_attention,a17_official_audit,a18_art33_discussed,a19_art33_breached,a20_breach_notification_effect,a21_art5_lawfulness_fairness,a22_art5_purpose_limitation,a23_art5_data_minimization,a24_art5_accuracy,a25_art5_storage_limitation,a26_art5_integrity_confidentiality,a27_art5_accountability,a28_art9_discussed,a29_vulnerable_groups,a30_art6_consent,a31_art6_contract,a32_art6_legal_obligation,a33_art6_vital_interests,a34_art6_public_task,a35_art6_legitimate_interest,a36_legal_basis_summary,a37_right_access_violated,a38_right_rectification_violated,a39_right_erasure_violated,a40_right_restriction_violated,a41_right_portability_violated,a42_right_object_violated,a43_transparency_violated,a44_automated_decisions_violated,a45_warning_issued,a46_reprimand_issued,a47_comply_data_subject_order,a48_compliance_order,a49_breach_communication_order,a50_erasure_restriction_order,a51_certification_withdrawal,a52_data_flow_suspension,a53_fine_imposed,a54_fine_amount,a55_fine_currency,a56_turnover_discussed,a57_turnover_amount,a58_turnover_currency,a59_nature_gravity_duration,a60_intentional_negligent,a61_mitigate_damage_actions,a62_technical_org_measures,a63_previous_infringements,a64_cooperation_authority,a65_data_categories_affected,a66_infringement_became_known,a67_prior_orders_compliance,a68_codes_certification,a69_other_factors,a70_systematic_art83_discussion,a71_first_violation,a72_cross_border_oss,a73_oss_role,a74_guidelines_referenced,a75_case_summary,a76_art83_weighing_summary,a77_articles_breached
Belgium_48,BE,Data Protection Authority,NO,2024,2,1,Y,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,Complaint regarding failure to erase personal data (email address) used for unsolicited marketing emails. Defendant explained complainant had two accounts with different email addresses; initial erasure request only covered one address. Disputes Chamber found defendant complied properly and no GDPR infringement occurred.,NOT_DISCUSSED,NONE_VIOLATED
Belgium_49,BE,Data Protection Authority,NO,2023,3,1,Y,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,real_estate;property_management,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,YES,NO,NO,NO,NO,NO,NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_DISCUSSED,NOT_DISCUSSED,MITIGATING,MITIGATING,MITIGATING,MITIGATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"Defendant failed to respond to data subject's access request within required timeframe. The defendant acknowledged the delay but claimed it was unintentional due to employee absence. The DPA found violations of Articles 15.1, 12.3 and 12.4 GDPR regarding the right of access. The defendant implemented organizational measures to prevent future occurrences.",The DPA considered the defendant's remedial actions and organizational improvements as mitigating factors. The defendant had begun preparing a response with legal assistance and created a shared mailbox system for access requests. These efforts led to a reprimand being deemed sufficient sanction.,12;15
Belgium_50,BE,Data Protection Authority,NO,2019,0,1,Y,NGO_OR_NONPROFIT,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,charity;fundraising;non-profit,MARKETING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,INVALID,Defendant claimed legitimate interest under Article 6(1)(f) for direct marketing to former donors. DPA found legitimate interest invalid due to failure to provide adequate safeguards and unconditional right to object as required by Article 21.4.,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NO,NO,YES,YES,NO,NO,NO,NO,YES,1000,EUR,YES,518120,EUR,AGGRAVATING,NOT_DISCUSSED,MITIGATING,NOT_DISCUSSED,MITIGATING,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,MITIGATING,NO,YES_FIRST_TIME,NO,NOT_APPLICABLE,Recommendation 1/2020 of the Data Protection Authority concerning the processing of personal data for direct marketing purposes;Opinion 06/2014,"Defendant NGO continued direct marketing to complainant despite repeated objections and erasure requests. DPA found violations of right to object to marketing (Articles 21.2-21.4), right to erasure (Article 17.1(c)), and invalid legal basis under Article 6(1)(f). Defendant failed to provide adequate safeguards and continued processing for months after complaint notification.","DPA discussed Article 83(2) factors. Aggravating: nature/duration of infringement and lack of cooperation. Mitigating: first infringement, defendant's non-profit status with limited turnover. Other factors were neutral or not discussed.",6;17;21
Belgium_51,BE,Data Protection Authority,NO,2024,2,2,Y2,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,EDUCATION,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,EMPLOYEES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"Complaint dismissed regarding alleged theft of medical documents from personnel file and failure to guarantee file integrity. Against defendant 1 (supervisor), insufficient evidence of GDPR breach regarding alleged unlawful appropriation and copying of data. Against defendant 2 (controller), missing documents did not constitute major personal impact and complainant failed to provide evidence that documents should have been in file or were improperly handled.",NOT_DISCUSSED,NOT_DISCUSSED
Belgium_53,BE,Data Protection Authority,NO,2024,2,1,Mr. Y,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,politics;personal_website,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,YES,NO,NO,YES,NO,NO,YES,2000,EUR,NO,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,AGGRAVATING,MITIGATING,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NO,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"Defendant published complainant's name, address and photo on personal website without consent. Complainant repeatedly requested erasure but defendant failed to comply despite promises and formal DPA order. DPA found violations of Articles 12.3, 12.4, 17.1 and 31 GDPR for failing to respond to erasure requests and cooperate with authority.",DPA considered nature/gravity/duration as aggravating due to core GDPR rights violation and prolonged duration. Intentional/negligent character was aggravating due to ignoring requests and orders. Cooperation was aggravating due to non-response. Actions to mitigate damage were mitigating as defendant eventually deleted data. Other factors not discussed.,12;17;31
Belgium_54,BE,Data Protection Authority,NO,2020,6,1,Y,OTHER,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,CHILDREN,INVALID,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,Defendant claimed legal obligation under Flemish decree but DPA found consent was required basis; processing was not necessary for compliance with legal obligation; only valid legal basis would have been consent under Article 6(1)(a),NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,2000,EUR,NO,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,MITIGATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,MITIGATING,NO,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,Recommendation No 01/2018 of 28 February 2018 on Data Protection Impact Assessment and Prior Consultation;Manual on Data Protection Impact Assessment dating from April 2019,"Belgian DPA found school violated GDPR by conducting well-being survey among underage pupils via Smartschool without proper legal basis; school claimed legal obligation but DPA found consent was required; violations included lack of parental consent for children under 13, insufficient transparency information, and excessive data collection; DPA ordered compliance and imposed €2000 fine considering educational context and mitigation efforts.",DPA discussed Article 83(2) factors; nature/gravity was aggravating due to fundamental principles violation and special protection for children; defendant's efforts to provide anonymous survey were mitigating; educational non-profit status was mitigating; other factors not discussed.,5;6;8;12;13
Belgium_55,BE,Data Protection Authority,NO,2022,3,2,City of Kortrijk,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,municipal;parking;taxation,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,The controller claimed processing was based on sectoral committee deliberations; the DPA found these deliberations do not constitute a valid legal basis under GDPR; controllers must independently assess compliance with Article 6 requirements.,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NO,YES,NO,NO,NO,NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,The City of Kortrijk processed complainant's license plate data to identify them for parking tax purposes; the DPA found violations of transparency obligations and accountability principle; defendants relied on sectoral committee deliberations which do not constitute valid GDPR legal bases; controllers failed to independently assess GDPR compliance.,Article 83(2) factors were not discussed in the decision; the DPA imposed corrective measures rather than fines due to regulatory framework ambiguities.,5;12;14;24
Belgium_56,BE,Data Protection Authority,NO,2022,3,1,Y,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,marketing;advertising,MARKETING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,VALID,"Controller claimed legitimate interest under Article 6(1)(f) GDPR for direct marketing. DPA found this valid as complainant's email was publicly available online, making marketing contact within reasonable expectations.",YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,Belgian DPA found controller violated transparency obligations by failing to inform complainant about right to object in initial marketing contact. Controller also violated right of access by not providing complete source information about mobile number acquisition. Validated legitimate interest basis for marketing using publicly available email.,NOT_DISCUSSED,5;12;14;15;21
Belgium_57,BE,Data Protection Authority,NO,2024,2,1,Y,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NO,YES,NO,NO,NO,NO,NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"Belgian DPA found financial institution violated Article 15 GDPR by failing to provide complete access to personal data. Defendant consulted three files but only provided complete data from its own file, referring complainant to other controllers for remaining data. DPA ordered defendant to comply with access request within 30 days and provide copies of all personal data processed.",NOT_DISCUSSED,15
Belgium_58,BE,Data Protection Authority,NO,2020,6,1,Y,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,Defendant claimed processing was due to human error; DPA found no legal basis under Article 6 applied; Processing was unlawful as none of Article 6 conditions were met,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NO,NO,NO,NO,NO,NO,YES,10000,EUR,YES,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,AGGRAVATING,MITIGATING,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"Defendant sent marketing emails to complainant due to human error mixing email addresses; Complainant exercised right of access but received inadequate response; DPA found breaches of Articles 5,6,12,15,24 GDPR; Fine imposed for inadequate response to data subject rights and unlawful processing",DPA discussed Article 83(2) factors; Nature/gravity/duration was aggravating; Intentional/negligent character was aggravating; Actions to mitigate damage were mitigating; Technical/organizational measures were aggravating; Other factors not discussed,5;6;12;15;24
Belgium_59,BE,Data Protection Authority,NO,2021,0,2,Y1 and Y2,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,BREACHED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,Belgian DPA found luxury car retailer violated GDPR by failing to respond to data access request and implement adequate security measures after email hacking incident that caused customer financial loss; ordered compliance with access request and issued warning about future security obligations; no fine imposed as this was preliminary decision.,NOT_DISCUSSED,5;12;15;24;32;33
Belgium_60,BE,Data Protection Authority,NO,2020,6,1,Federal Public Service for Mobility and Transport,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,VALID,NOT_DISCUSSED,Defendant processed data based on public task under Belgian law; DPA found processing violated purpose limitation as commercial reuse exceeded authorized public interest purposes; consent from insurance customers could not validate processing prohibited by Belgian Royal Decree.,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,YES,NO,YES,NO,NO,NO,NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NO,NOT_APPLICABLE,Guidelines on transparency in accordance with Regulation (EU) 2016/679;Overview of the concepts of controller/processor in light of Regulation (EU) 2016/679,"Belgian DPA found FPS Mobility violated GDPR by allowing insurance companies to access vehicle registration data through Informex NV for commercial premium quotes. The processing violated purpose limitation (Article 5(1)(b)) as it exceeded authorized public interest purposes under Belgian law. While violations of Articles 5(1)(b) and 6(1) were established, no fine was imposed due to good faith reliance on prior Privacy Commission advice. The defendant also received a reprimand for transparency violations (Articles 12-14).",NOT_DISCUSSED,5;6;12;13;14
Belgium_61,BE,Data Protection Authority,NO,2024,2,1,Y,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,recruitment;employment,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,EMPLOYEES,INVALID,INVALID,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,INVALID,Defendant claimed processing was based on employment contract regulations. DPA found Art 6(1)(b) invalid since employment contract terminated in 2021 and publication not necessary for contract execution. Art 6(1)(f) invalid as publication not necessary for recruitment purpose and interests did not outweigh complainant's rights. Art 6(1)(a) invalid due to lack of free consent in employment context.,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NO,YES,NO,NO,YES,NO,NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,Former employee complained about photo published on company website for recruitment without consent. DPA found processing unlawful as no valid legal basis under Art 6. Defendant responded to erasure request but did not comply. DPA ordered defendant to erase data and comply with right to erasure under Art 17.,NOT_DISCUSSED,5;6;17
Belgium_62,BE,Data Protection Authority,NO,2021,3,1,Educational establishments Y,PUBLIC,NOT_APPLICABLE,UNKNOWN,CONTROLLER,EDUCATION,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,CHILDREN;STUDENTS,INVALID,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,The controller claimed processing was lawful under legal obligation but DPA found no valid legal basis under Article 6(1) and invalidated consent under Article 8 for children's data processing without parental consent.,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NO,NO,NO,NO,NO,NO,NO,YES,1000,EUR,NO,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,MITIGATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,MITIGATING,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"Belgian DPA imposed €1000 fine on school for conducting well-being survey of minors via Smartschool without valid legal basis under Article 6(1) and violating Article 8 parental consent requirements. The DPA rejected defendant's claim of government exemption from fines, finding violations of data minimization principle (Article 5(1)(c)) and special protections for children's data.","DPA considered nature/gravity as aggravating (Articles 5(1)(c),6(1),8 violated), defendant's non-profit status as mitigating, and willingness to implement anonymous surveys as mitigating. Duration was limited to single survey event.",5;6;8
