id,a1_country_code,a2_authority_name,a3_appellate_decision,a4_decision_year,a5_decision_month,a6_num_defendants,a7_defendant_name,a8_defendant_class,a9_enterprise_size,a10_gov_level,a11_defendant_role,a12_sector,a13_sector_other,a14_processing_contexts,a15_data_subject_complaint,a16_media_attention,a17_official_audit,a18_art33_discussed,a19_art33_breached,a20_breach_notification_effect,a53_fine_imposed,a54_fine_amount,a55_fine_currency,a71_first_violation,a72_cross_border_oss,a73_oss_role,a77_articles_breached
Iceland_50,IS,Data Protection Authority,NO,2021,11,2,Landspítali,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Iceland_51,IS,Icelandic Data Protection Authority,NO,2021,11,1,Chief Epidemiologist,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,NO,YES,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED
Iceland_52,NO,Norwegian Data Protection Authority,NO,2022,12,1,social services F,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Iceland_53,IS,Personal Protection Agency,NO,2022,8,1,Íslenskr gerenálys ehf,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,DPO_ROLE_PROBLEMS_STATED,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,38
Iceland_56,IS,Personal Protection,NO,2022,9,1,Íslenskri gegenyður ehf.,PRIVATE,UNKNOWN,NOT_APPLICABLE,PROCESSOR,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,YES,YES,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,YES,LEAD,NONE_VIOLATED
Iceland_57,IS,Data Protection Authority,NO,2021,10,1,[B],INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,HOUSING_TOURISM,NOT_APPLICABLE,CCTV,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,6
Iceland_58,IS,Data Protection Authority,NO,2021,9,1,Directorate of Labour,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Iceland_59,IS,Personal Protection Agency,NO,2023,3,1,[D],INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,CCTV;NEIGHBOR_DISPUTE,CCTV,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6
Iceland_60,IS,Personal Data Protection,NO,2022,9,1,[school],PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Iceland_61,NO,Norwegian Data Protection Authority,NO,2023,2,1,[B],INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,private_individual;domestic_dispute,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_62,IS,Personal Protection Agency,NO,2022,10,1,Íslandspósts ohf,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_63,SE,Swedish Data Protection Authority,NO,2022,12,1,Íslandsbanki hf.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,5;32
Iceland_64,NO,Norwegian Data Protection Authority,NO,2023,6,1,[B],INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_MENTIONED,OTHER,NEIGHBOR_DISPUTE;RESIDENTIAL,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_65,IS,Personal Protection Authority,NO,2023,3,1,Icelandair ehf.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,OTHER,aviation;airline,EMPLOYEE_MONITORING,NO,YES,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;35
Iceland_66,IS,Personal Protection Agency,NO,2023,3,1,City of Reykjavík,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,HEALTH,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;9;32
Iceland_67,IS,Personal Data Protection Authority,NO,2022,12,2,Íslenskr gerenálys ehf.,PRIVATE,UNKNOWN,NOT_APPLICABLE,JOINT_CONTROLLER,OTHER,genealogy;genetic_research,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NONE_VIOLATED
Iceland_68,IS,Personal Data Protection,NO,2022,11,1,educational institution X,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,EDUCATION,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NONE_VIOLATED
Iceland_69,IS,Personal Data Protection,NO,2022,11,1,educational institution X,PUBLIC,NOT_APPLICABLE,UNKNOWN,CONTROLLER,EDUCATION,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_70,IS,Personal Protection,NO,2022,10,1,Landsbankinn hf.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_71,IS,Personal Protection,NO,2022,10,1,BL ehf.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,automotive;vehicle_services,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,15;12
Iceland_72,IS,Personal Protection Agency,NO,2022,11,1,Advania Ísland ehf.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6
Iceland_74,IS,Personal Protection Agency,NO,2022,12,1,Office of the National Medical Examiner,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_75,NO,Norwegian Data Protection Authority,NO,2022,11,1,Nova hf.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,YES,YES,AGGRAVATING,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32;33
Iceland_76,IS,Data Protection Authority,NO,2021,11,2,C,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,SOCIAL_MEDIA;FAMILY_DISPUTE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Iceland_77,IS,Data Protection Authority,NO,2021,9,1,Creditinfo Lánstrausti hf.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,CREDIT_SCORING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Iceland_78,IS,The Data Protection Authority,NO,2021,9,1,Magna Lögmanna ehf.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,CONSULTING,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;9
Iceland_79,IS,Data Protection Authority,NO,2021,11,1,X,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,EMPLOYMENT;HR,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_80,IS,Data Protection Authority,NO,2021,8,1,Creditinfo Lánstraust hf.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,CREDIT_SCORING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_83,IS,Personal Data Protection Authority,NO,2022,11,3,Creditinfo Lánstraust hf.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,CREDIT_SCORING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_84,IS,Personal Protection Agency,NO,2023,9,1,Norwegian Fisheries Agency,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,CCTV;EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;12;13
Iceland_86,IS,Personal Protection Authority,NO,2023,7,2,Sheriff in the capital area,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_87,IS,Personal Protection Authority,NO,2023,7,1,Landsbankinn hf.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_88,IS,Personal Protection Agency,NO,2024,9,1,Police in the capital area,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,CCTV;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED
Iceland_89,IS,Personal Protection,NO,2023,12,1,[B],INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,MEDIA,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,YES,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,5;6
Iceland_90,IS,Personal Protection Agency,NO,2024,3,1,Solutions Organization,OTHER,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,ASSOCIATION;MEMBERSHIP_ORGANIZATION,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,15
Iceland_92,IS,Personal Data Protection,NO,2024,2,1,University of Iceland,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,EDUCATION,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,5;12;13
Iceland_93,IS,Personal Protection Agency,NO,2023,12,2,National Electoral Commission,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_94,IS,Personal Protection Authority,NO,2023,12,2,National Police Commissioner,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,RECRUITMENT_AND_HR;BACKGROUND_CHECKS,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Iceland_96,IS,Norwegian Data Protection Authority,NO,2023,12,1,City of Reykjavík,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32
Iceland_97,IS,Personal Protection Agency,NO,2024,10,1,Vátryggingafélag Íslands hf.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_99,IS,Personal Protection Authority,NO,2023,1,1,Google LLC,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,17
Iceland_100,IS,Personal Protection,NO,2023,12,1,Police in the capital area,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_101,IS,Personal Protection,NO,2023,12,1,Íslandspóst,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,postal;logistics,EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6
Iceland_102,IS,Personal Protection Agency,NO,2024,1,1,City of Reykjavík,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Iceland_103,IS,Privacy,NO,2019,12,1,X,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,OTHER,unspecified_business,EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Iceland_104,IS,Data Protection Authority,NO,2019,11,1,public agency X,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NONE_VIOLATED
Hungary_1,HU,National Data Protection and Freedom of Information Authority,NO,2023,0,2,Respondent 2,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,real estate;recruitment,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,15
Hungary_4,HU,National Authority for Data Protection and Freedom of Information,NO,2020,3,1,Dr. Gábor Erőss,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,100000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;6;12;15;17
Hungary_5,HU,National Authority for Data Protection and Freedom of Information,NO,2020,6,1,[University name redacted],PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,EDUCATION,NOT_APPLICABLE,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,200000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,12;15
Hungary_6,HU,National Data Protection and Freedom of Information Authority,NO,2020,12,2,ROBINSON-TOURS Tourism and Service Ltd.,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,HOUSING_TOURISM,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,YES,YES,NO,NEUTRAL,YES,20000000,HUF,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,25;32;34
Hungary_7,HU,National Data Protection and Freedom of Information Authority,NO,2020,7,1,Not specified in text,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,employment;cafeteria_benefits,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,600000,HUF,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,5;6;12;13;16;17
Hungary_8,HU,National Data Protection and Freedom of Information Authority,NO,2020,7,1,dr. Ákos Hadházy,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,POLITICS;SIGNATURE_COLLECTION,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,1000000,HUF,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;6;9;13
Hungary_10,HU,National Data Protection and Freedom of Information Authority,NO,2020,8,1,.........................,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO_REPEAT_OFFENDER,NO,NOT_APPLICABLE,5;6;12;13
Hungary_11,HU,National Authority for Data Protection and Freedom of Information,NO,2020,3,1,[Debtor],PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,300000,HUF,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,5;6
Hungary_12,HU,National Authority for Data Protection and Freedom of Information,NO,2020,10,1,[…],PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,MANUFACTURING,NOT_APPLICABLE,CCTV;EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,700000,HUF,NO_REPEAT_OFFENDER,NO,NOT_APPLICABLE,5;13
Hungary_13,HU,National Authority for Data Protection and Freedom of Information,NO,2020,11,1,[Not explicitly named in provided text],PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,5;16
Hungary_14,HU,National Data Protection and Freedom of Information Authority,NO,2020,7,1,Google Ireland Ltd,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,10000,HUF,NOT_DISCUSSED,YES,LEAD,12;15
Hungary_15,HU,Hungarian National Authority for Data Protection and Freedom of Information,NO,2020,0,1,MarkMyProfessor Médiareklám Szolgáltató Kft.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Hungary_16,HU,National Data Protection and Freedom of Information Authority,NO,2020,12,1,[Applicant],PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,15
Hungary_17,HU,National Data Protection and Freedom of Information Authority,NO,2023,0,1,(...),PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FITNESS_WELLNESS,NOT_APPLICABLE,CCTV,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,50000,HUF,NOT_DISCUSSED,NO,NOT_APPLICABLE,6;13
